
Full Report
epoch=1900
numDocs=2117
numTokens=35464
numWords=2785
numTopics=20

TOPIC 0  (total count=2095)
SYMBOL             WORD    COUNT   PROB          Z
----------------------
    1        3   0.344
   18        3   0.344
    9        1   0.122

get(1) live(1) men(1) four(9) thousand(18) year(18) neighbourhood(18) 

DOC 31
TOPIC    COUNT    PROB
----------------------
    2        1   0.183
    8        1   0.183
    9        1   0.183
   18        1   0.183

use(2) twenty(18) since(9) visit(8) 

DOC 32
TOPIC    COUNT    PROB
----------------------
   19        2   0.350
    8        1   0.183
   18        1   0.183

depend(19) upon(19) twenty(18) visit(8) 

DOC 33
TOPIC    COUNT    PROB
----------------------
   12       12   0.367
    9        4   0.124
   14        4   0.124
   18        4   0.124
    1        2   0.064
   10        2   0.064
   17        2   0.064
    8        1   0.033

odd(10) mixture(12) quick(10) parts(12) humour(17) reserve(14) caprice(12) three(9) twenty(18) years(18) insufficient(12) wife(18) understand(17) character(12) mind(12) less(12) difficult(12) woman(14) mean(1) understanding(12) information(14) temper(12) fancied(12) nervous(14) business(8) life(12) get(1) daughters(18) married(9) visiting(9) news(9) 

DOC 34
TOPIC    COUNT    PROB
----------------------
    8        6   0.290
    6        4   0.195
    2        2   0.100
    4        2   0.100
    0        1   0.052
   10        1   0.052
   12        1   0.052
   14        1   0.052
   16        1   0.052

among(12) earliest(8) those(6) waited(8) intended(0) visit(8) assuring(6) wife(8) evening(8) visit(8) paid(6) knowledge(16) following(4) observing(6) second(4) daughter(2) employed(14) suddenly(10) addressed(2) 

DOC 35
TOPIC    COUNT    PROB
----------------------
   13        1   0.367

like(13) 

DOC 36
TOPIC    COUNT    PROB
----------------------
    0        1   0.220
    1        1   0.220
    8        1   0.220

likes(1) since(0) visit(8) 

DOC 37
TOPIC    COUNT    PROB
----------------------
    1        2   0.300
    3        1   0.157
    8        1   0.157
   14        1   0.157

forget(3) mamma(8) meet(1) promised(14) introduce(1) 

DOC 38
TOPIC    COUNT    PROB
----------------------
    5        3   0.443
    1        1   0.157
    8        1   0.157

thing(1) nieces(8) selfish(5) woman(5) opinion(5) 

DOC 39
TOPIC    COUNT    PROB
----------------------
   19        2   0.420
   16        1   0.220

glad(16) find(19) depend(19) 

DOC 40
TOPIC    COUNT    PROB
----------------------
    8        4   0.513
    4        2   0.263

deigned(8) reply(4) unable(8) contain(4) began(8) daughters(8) 

DOC 41
TOPIC    COUNT    PROB
----------------------
    1        8   0.810

don(1) t(1) keep(1) kitty(1) heaven(1) sake(1) compassion(1) nerves(1) 

DOC 42
TOPIC    COUNT    PROB
----------------------
   13        2   0.350
    7        1   0.183
    9        1   0.183

kitty(9) discretion(7) times(13) ill(13) 

DOC 43
TOPIC    COUNT    PROB
----------------------
    8        2   0.350
    1        1   0.183
   13        1   0.183

amusement(13) kitty(1) next(8) ball(8) 

DOC 44
TOPIC    COUNT    PROB
----------------------
    0        1   0.275
    2        1   0.275

morrow(0) fortnight(2) 

DOC 45
TOPIC    COUNT    PROB
----------------------
    1        3   0.517
    6        1   0.183

aye(1) back(1) impossible(6) introduce(1) 

DOC 46
TOPIC    COUNT    PROB
----------------------
    6        2   0.525

advantage(6) introduce(6) 

DOC 47
TOPIC    COUNT    PROB
----------------------
    6        3   0.517
   14        1   0.183

impossible(6) impossible(6) acquainted(6) teasing(14) 

DOC 48
TOPIC    COUNT    PROB
----------------------
   19        5   0.268
    2        4   0.216
   15        4   0.216
    6        2   0.111
    0        1   0.058
    7        1   0.058

honour(19) fortnight(2) acquaintance(7) certainly(15) end(6) fortnight(2) venture(6) somebody(19) else(19) daughters(2) stand(2) chance(0) therefore(19) act(19) kindness(15) office(15) take(15) 

DOC 49
TOPIC    COUNT    PROB
----------------------
   12        3   0.517
   16        1   0.183

girls(16) stared(12) nonsense(12) nonsense(12) 

DOC 50
TOPIC    COUNT    PROB
----------------------
   16        4   0.315
    3        2   0.162
   12        2   0.162
   15        2   0.162
    4        1   0.085

meaning(3) consider(15) introduction(12) laid(16) nonsense(12) agree(15) mary(16) deep(16) reflection(3) read(4) books(16) 

DOC 51
TOPIC    COUNT    PROB
----------------------
    2        1   0.157
    5        1   0.157
    6        1   0.157
   12        1   0.157
   16        1   0.157

mary(16) wished(6) something(12) sensible(2) knew(5) 

DOC 52
TOPIC    COUNT    PROB
----------------------
   16        3   0.443
   17        2   0.300

while(17) mary(16) ideas(16) continued(16) return(17) 

DOC 53
TOPIC    COUNT    PROB
----------------------
    1        1   0.275
   18        1   0.275

sick(1) wife(18) 

DOC 54
TOPIC    COUNT    PROB
----------------------
    1        5   0.319
   15        3   0.194
    8        2   0.131
   19        2   0.131
    5        1   0.069
   12        1   0.069

sorry(1) hear(1) why(1) tell(1) known(5) morning(8) certainly(15) called(19) unlucky(1) actually(15) paid(15) visit(8) escape(19) acquaintance(12) 

DOC 55
TOPIC    COUNT    PROB
----------------------
    3        6   0.436
    6        2   0.150
    7        2   0.150
    4        1   0.079
    5        1   0.079

astonishment(3) ladies(3) just(3) wished(6) perhaps(7) rest(6) tumult(7) joy(3) began(5) declare(4) expected(3) while(3) 

DOC 56
TOPIC    COUNT    PROB
----------------------
   12        4   0.315
    9        3   0.238
    0        1   0.085
    3        1   0.085
    6        1   0.085
   16        1   0.085

knew(3) persuade(0) loved(12) girls(16) neglect(12) acquaintance(12) pleased(6) joke(12) gone(9) morning(9) word(9) 

DOC 57
TOPIC    COUNT    PROB
----------------------
    3        3   0.344
    9        2   0.233
   18        2   0.233

kitty(9) choose(18) spoke(3) left(9) fatigued(3) raptures(3) wife(18) 
